,0,1,2,3,4,5,6,7
0,0.9649341647565451,0.005003521595737529,0.9382945492662473,0.030612458764702095,0.07231202125549316,0.008816953948632881,0.000899505615234375,0.00014605409289853967
1,0.975969562837728,0.0014103396452863515,0.9534000869405321,0.016434276171841733,0.13726460933685303,0.01664495086447558,0.0010250329971313477,0.00020319105173428886
2,0.9620292384876412,0.0022414486496246623,0.9480838616865406,0.016808107781561398,0.20295495986938478,0.024862141891298904,0.0011075496673583984,0.00016678061106665943
3,0.9615043771712758,0.002147250785775959,0.9482082088046676,0.012853307482560602,0.29215986728668214,0.028346562122463455,0.0010968923568725586,0.0001314653124828947
4,0.9596620157810773,0.0015598708728313192,0.9508677082520973,0.007892893917506893,0.3794658660888672,0.034836834730860425,0.0012075424194335938,0.00016109997551784502
5,0.9620797686143309,0.0015504947937488263,0.9542680334476723,0.009820836607055964,0.37811975479125975,0.04250958292028426,0.0012676715850830078,0.00011784844905421176
6,0.96158369317071,0.0020547533749093673,0.9489449127938426,0.010022065251749774,0.442227840423584,0.053074336753986,0.001361083984375,0.00017866617455652395
7,0.9618215394193517,0.0012525429911097962,0.9556288601133497,0.010660972857599418,0.5459854602813721,0.05602561354744337,0.0014388561248779297,0.0001813991585822542
8,0.955379901401983,0.001734933658590283,0.9472247366989954,0.013285756699765415,0.5696441888809204,0.06775000881680919,0.0015719175338745118,0.00021963246971891815
9,0.9598417282106704,0.0013353891060524459,0.9518748473489292,0.011105063740107016,0.6324814558029175,0.07585398002138104,0.0015838146209716797,0.00022269426088395296
10,0.9604125664579202,0.0021741674010948156,0.9524249706800753,0.010772544959410152,0.6928059101104737,0.08342833716932885,0.0017377138137817383,0.00017826725521621648
11,0.9609396368453403,0.0014577814744363975,0.9555618900607886,0.007318036671956776,0.7572730779647827,0.0834417427203516,0.00167083740234375,0.00015900821251990175
12,0.9599052578237733,0.0009332380857867092,0.953651532832431,0.0059328513770476815,0.8374605417251587,0.09713995090415208,0.001874852180480957,0.00024854018051251325
13,0.9621653535648903,0.0010697982181056644,0.958543062578044,0.008758732728124725,0.8599120616912842,0.10331886583506938,0.0019160270690917968,0.00023136068648273278
14,0.9604508013382324,0.001014209781183521,0.9557385234524867,0.003298997282319738,0.8987887620925903,0.107178175071696,0.0019245147705078125,0.0001976081589670935
15,0.9589587952240979,0.0010796052055595075,0.9546652308492736,0.00858082912718151,0.9734188556671143,0.11708901246885046,0.0020305633544921873,0.00020794380801578846
16,0.9606803506490056,0.0012136486468382033,0.9545918730664443,0.007302632617575284,1.0658378601074219,0.11047230747613249,0.0020427703857421875,0.00015766308954602814
17,0.9595300792376504,0.001325084830722909,0.9557691769580356,0.005706253309905202,1.1159479141235351,0.12490057565885065,0.0020795345306396486,5.806457255276655e-05
18,0.9589527670309164,0.0012586546470389512,0.9542621358327361,0.006902730182872188,1.1378028631210326,0.13154247311853628,0.0021368741989135744,6.709575381972671e-05
19,0.9624282925876736,0.0009991987819724648,0.9585071720871212,0.006974392557811275,1.2673523426055908,0.15005537853637546,0.002242302894592285,0.000111280065444196
