,0,1,2
0,linear,0.81,0.5325
1,poly2,1.0,0.56
2,poly3,1.0,0.5625
3,poly4,1.0,0.4775
4,poly5,1.0,0.4775
5,poly6,1.0,0.4775
6,poly7,1.0,0.4775
7,poly8,1.0,0.4775
8,rbf,0.979375,0.5975
9,sigmoid,0.660625,0.585
