,0,1,2,3,4,5,6,7
0,0.8800918952444844,0.004021889167161993,0.8802020202020202,0.03585630950236617,0.021140623092651366,0.003457236676937343,0.008884119987487792,0.0014343724124843869
1,0.8848656806042794,0.004243161212426254,0.878855975485189,0.039165990797821494,0.01867542266845703,0.004105389077192967,0.0058986425399780275,0.002113443839374744
2,0.8976036230327384,0.00284438491669027,0.8944634313055365,0.03444505705235356,0.014111185073852539,0.0022347143188445433,0.004388332366943359,0.000881790578147598
3,0.9134618725304712,0.00819494508656289,0.9027028762198253,0.03272511853129639,0.01696455478668213,0.0020156268341787378,0.004855656623840332,0.0008978685445626855
4,0.9097442718873401,0.0019197320463507643,0.9014145367086543,0.018985680867420755,0.01931612491607666,0.0023859527597910437,0.004812455177307129,0.0006576409441156872
5,0.9243205799981615,0.0019426115153404382,0.917463469995744,0.016763540434102175,0.019581913948059082,0.001789048616173763,0.004137516021728516,0.0009218282613507252
6,0.9187937249726446,0.0013236419440358289,0.9133928385008874,0.014816794811877355,0.019471406936645508,0.0028619574490876968,0.002879023551940918,0.0005442604184944283
7,0.9292557174025957,0.0022187666468993597,0.9256477969302669,0.010471573752363805,0.014135503768920898,0.0017075694269079837,0.0027953386306762695,0.0005129548025532919
8,0.9270615699116762,0.0020683243038093152,0.9256104198574737,0.013811756484440314,0.016823577880859374,0.0015751913405329685,0.0025123834609985353,0.0004524115898752315
9,0.9228680651348184,0.0016180666457592133,0.916988243465471,0.010360459715701594,0.014460062980651856,0.0015553707070496271,0.002130889892578125,0.0004425621612243654
10,0.9330226589361537,0.0012504557373820549,0.9278386189063805,0.01016102538361216,0.015985846519470215,0.0016881112029674293,0.0022138118743896484,0.00045160290648839753
11,0.9288017837880502,0.001245515613976791,0.9236762249937819,0.01118381356874954,0.017737054824829103,0.0023197740765251934,0.0023824214935302735,0.0004887556238810176
12,0.931628271022468,0.0020894543821022796,0.9250140887744281,0.00688831229518148,0.01935880184173584,0.002309971669883187,0.002475070953369141,0.00030691813247801737
13,0.9283252557889069,0.0011211270127177966,0.925525040387722,0.008713270798165957,0.01684718132019043,0.002411316900289516,0.0018442392349243164,0.00032643756160986837
14,0.9323247948010561,0.0025390090903786356,0.9259810736157299,0.011977129773712058,0.06035237312316895,0.006641016088838989,0.007388877868652344,0.0012095411953722426
15,0.9332390933188007,0.0008031585075077913,0.9286207736996459,0.006828189673968033,0.07587988376617431,0.009826675753316595,0.00418705940246582,0.001173433785983182
16,0.9393079348308866,0.0009789798552819042,0.9342808878941554,0.006399020109930665,0.08679618835449218,0.007783392543078936,0.005635976791381836,0.0014940321354033426
17,0.9344138674666084,0.0017267438396313124,0.9326550993963529,0.008669202330597682,0.09512336254119873,0.0075118411131276245,0.005332779884338379,0.0014760181756502285
18,0.9327990282212607,0.0017501980499487146,0.928580629635921,0.00483914274967619,0.0954392671585083,0.009201257732875737,0.004676628112792969,0.0015555410314651511
19,0.9334639319855971,0.0017470058437743271,0.9295567144719687,0.010630580040415515,0.09947328567504883,0.01025849467780908,0.004442024230957031,0.0010101472411896987
