,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
56,0,111.0,0.1129132640780881,"[0, 0, 2, 3, 2, 0, 4, 0, 3, 3]",30,100000,17
57,100000,215.0,0.11531311401631683,"[3, 1, 3, 3, 4, 4, 4, 4, 3, 3]",30,100000,17
58,0,197.0,0.12110565602779388,"[2, 4, 1, 3, 3, 3, 2, 4, 3, 4]",30,100000,18
59,100000,207.0,0.12253033102024347,"[3, 4, 1, 4, 3, 3, 2, 4, 3, 4]",30,100000,18
60,0,150.0,0.1287684820126742,"[1, 4, 0, 0, 3, 4, 4, 0, 4, 3]",30,100000,19
61,100000,203.0,0.1309938170015812,"[2, 4, 0, 3, 3, 4, 4, 3, 4, 4]",30,100000,19
62,0,83.0,0.13719366199802607,"[4, 0, 2, 2, 1, 2, 0, 2, 0, 0]",30,100000,20
63,100000,208.0,0.14070864103268832,"[4, 4, 3, 4, 4, 4, 3, 2, 4, 0]",30,100000,20
64,0,104.0,0.14901312405709177,"[2, 3, 2, 1, 3, 0, 1, 1, 1, 2]",30,100000,21
65,100000,201.0,0.15249156206846237,"[4, 4, 4, 4, 3, 4, 4, 2, 1, 2]",30,100000,21
66,0,143.0,0.15973440697416663,"[4, 2, 0, 3, 1, 4, 4, 1, 1, 4]",30,100000,22
67,100000,181.0,0.16111188498325646,"[4, 2, 3, 3, 1, 4, 4, 3, 1, 4]",30,100000,22
68,0,121.0,0.1676362140569836,"[3, 1, 4, 0, 3, 2, 4, 2, 0, 1]",30,100000,23
69,100000,177.0,0.16971702000591904,"[4, 4, 4, 2, 3, 2, 4, 2, 3, 1]",30,100000,23
70,0,179.0,0.17623953404836357,"[0, 3, 4, 4, 4, 3, 2, 3, 1, 1]",30,100000,24
71,100000,220.0,0.17890166398137808,"[2, 3, 4, 4, 4, 4, 3, 3, 3, 2]",30,100000,24
72,0,149.0,0.18544660496991128,"[2, 1, 4, 1, 2, 0, 2, 3, 4, 3]",30,100000,25
73,100000,200.0,0.18766478507313877,"[3, 1, 4, 4, 3, 2, 2, 3, 4, 3]",30,100000,25
74,0,125.0,0.19440187606960535,"[3, 4, 4, 2, 0, 1, 1, 1, 1, 3]",30,100000,26
75,100000,161.0,0.1957371940370649,"[3, 4, 4, 3, 0, 1, 1, 4, 1, 4]",30,100000,26
76,0,96.0,0.2029950430151075,"[3, 0, 1, 2, 1, 1, 0, 1, 2, 3]",30,100000,27
77,100000,177.0,0.20543526904657483,"[3, 4, 2, 4, 1, 2, 0, 3, 4, 3]",30,100000,27
78,0,125.0,0.21258856006897986,"[4, 1, 0, 2, 2, 1, 3, 3, 4, 1]",30,100000,28
79,100000,218.0,0.21659710397943854,"[4, 1, 4, 4, 4, 4, 4, 3, 4, 1]",30,100000,28
80,0,145.0,0.2237184609984979,"[1, 3, 2, 0, 3, 2, 2, 2, 2, 4]",30,100000,29
81,100000,218.0,0.22732619103044271,"[3, 4, 2, 4, 4, 4, 2, 3, 2, 4]",30,100000,29
82,0,154.0,0.2347822580486536,"[3, 2, 2, 1, 4, 3, 1, 1, 2, 3]",30,100000,30
83,100000,203.0,0.2377554209670052,"[3, 4, 2, 2, 4, 4, 1, 2, 3, 4]",30,100000,30
84,0,145.0,5.367700941860676e-05,"[4, 0, 3, 3, 3, 1, 3, 2, 4, 0]",50,100000,0
85,100000,213.0,0.001132806995883584,"[4, 4, 3, 4, 4, 3, 3, 4, 4, 0]",50,100000,0
86,0,103.0,0.008878706023097038,"[0, 4, 1, 4, 1, 2, 2, 0, 1, 1]",50,100000,1
87,100000,210.0,0.010608152020722628,"[0, 4, 4, 4, 4, 2, 4, 4, 1, 4]",50,100000,1
88,0,122.0,0.01926497498061508,"[1, 0, 2, 2, 3, 2, 3, 2, 1, 2]",50,100000,2
89,100000,178.0,0.020251031033694744,"[1, 3, 2, 3, 3, 2, 4, 2, 4, 3]",50,100000,2
90,0,108.0,0.028418514993973076,"[0, 3, 0, 2, 2, 0, 4, 3, 4, 0]",50,100000,3
91,100000,186.0,0.029630235978402197,"[0, 3, 0, 2, 4, 4, 4, 3, 4, 3]",50,100000,3
92,0,153.0,0.037344241980463266,"[3, 2, 4, 3, 3, 0, 3, 0, 4, 2]",50,100000,4
93,100000,194.0,0.03846839105244726,"[3, 2, 4, 4, 3, 2, 4, 2, 4, 2]",50,100000,4
94,0,74.0,0.046337777050212026,"[0, 4, 0, 3, 2, 0, 0, 1, 1, 0]",50,100000,5
95,100000,201.0,0.04778646200429648,"[0, 4, 4, 3, 2, 4, 3, 4, 1, 4]",50,100000,5
96,0,135.0,0.055618694983422756,"[0, 2, 4, 0, 4, 3, 3, 0, 0, 3]",50,100000,6
97,100000,212.0,0.05711966101080179,"[4, 2, 4, 4, 4, 4, 3, 4, 0, 3]",50,100000,6
98,0,105.0,0.06540428707376122,"[1, 2, 0, 3, 0, 2, 4, 3, 2, 1]",50,100000,7
99,100000,188.0,0.06715273403096944,"[1, 4, 2, 3, 2, 2, 4, 4, 4, 3]",50,100000,7
100,0,143.0,0.0752533080521971,"[3, 2, 1, 4, 4, 4, 0, 0, 2, 0]",50,100000,8
101,100000,211.0,0.07799689203966409,"[4, 4, 2, 4, 4, 4, 0, 1, 3, 4]",50,100000,8
102,0,154.0,0.08696240501012653,"[1, 4, 1, 2, 2, 3, 1, 2, 2, 4]",50,100000,9
103,100000,198.0,0.08820002002175897,"[2, 4, 3, 3, 2, 4, 2, 3, 2, 4]",50,100000,9
104,0,61.0,0.09850963798817247,"[2, 0, 2, 3, 0, 0, 1, 0, 0, 2]",50,100000,10
105,100000,194.0,0.10138503601774573,"[2, 4, 2, 3, 3, 4, 3, 2, 4, 2]",50,100000,10
106,0,151.0,0.11415306304115802,"[4, 1, 2, 3, 4, 1, 0, 4, 1, 2]",50,100000,11
107,100000,213.0,0.11606918997131288,"[4, 4, 4, 3, 4, 4, 2, 4, 1, 2]",50,100000,11
108,0,155.0,0.12478122604079545,"[3, 0, 2, 3, 3, 3, 1, 3, 2, 2]",50,100000,12
109,100000,201.0,0.12652728601824492,"[3, 3, 3, 3, 4, 3, 4, 3, 2, 3]",50,100000,12
110,0,62.0,0.13513335399329662,"[4, 0, 0, 2, 3, 1, 0, 0, 0, 0]",50,100000,13
111,100000,194.0,0.13727778405882418,"[4, 4, 0, 2, 4, 4, 4, 4, 3, 2]",50,100000,13
112,0,104.0,0.14615370600949973,"[4, 3, 3, 0, 0, 1, 4, 4, 1, 0]",50,100000,14
113,100000,201.0,0.1477494710125029,"[4, 3, 3, 4, 3, 3, 4, 4, 3, 1]",50,100000,14
114,0,133.0,0.15706585498992354,"[3, 3, 3, 1, 2, 0, 0, 4, 2, 2]",50,100000,15
115,100000,209.0,0.16053695499431342,"[3, 4, 3, 3, 4, 3, 2, 4, 3, 2]",50,100000,15
116,0,153.0,0.1703031740617007,"[3, 4, 0, 4, 3, 1, 3, 2, 1, 4]",50,100000,16
117,100000,210.0,0.17182912898715585,"[3, 4, 0, 4, 3, 4, 3, 4, 3, 4]",50,100000,16
118,0,111.0,0.1815721900202334,"[0, 0, 2, 3, 2, 0, 4, 0, 3, 3]",50,100000,17
119,100000,215.0,0.1839833160629496,"[3, 1, 3, 3, 4, 4, 4, 4, 3, 3]",50,100000,17
120,0,197.0,0.19356739497743547,"[2, 4, 1, 3, 3, 3, 2, 4, 3, 4]",50,100000,18
121,100000,207.0,0.19504986400716007,"[3, 4, 1, 4, 3, 3, 2, 4, 3, 4]",50,100000,18
122,0,150.0,0.20466073404531926,"[1, 4, 0, 0, 3, 4, 4, 0, 4, 3]",50,100000,19
123,100000,203.0,0.20683646807447076,"[2, 4, 0, 3, 3, 4, 4, 3, 4, 4]",50,100000,19
124,0,83.0,0.2164683419978246,"[4, 0, 2, 2, 1, 2, 0, 2, 0, 0]",50,100000,20
125,100000,208.0,0.21991960797458887,"[4, 4, 3, 4, 4, 4, 3, 2, 4, 0]",50,100000,20
126,0,104.0,0.22965080698486418,"[2, 3, 2, 1, 3, 0, 1, 1, 1, 2]",50,100000,21
127,100000,201.0,0.23294159397482872,"[4, 4, 4, 4, 3, 4, 4, 2, 1, 2]",50,100000,21
128,0,143.0,0.24258943705353886,"[4, 2, 0, 3, 1, 4, 4, 1, 1, 4]",50,100000,22
129,100000,181.0,0.24390440701972693,"[4, 2, 3, 3, 1, 4, 4, 3, 1, 4]",50,100000,22
130,0,121.0,0.2537909810198471,"[3, 1, 4, 0, 3, 2, 4, 2, 0, 1]",50,100000,23
131,100000,177.0,0.25599560502450913,"[4, 4, 4, 2, 3, 2, 4, 2, 3, 1]",50,100000,23
132,0,179.0,0.26732977805659175,"[0, 3, 4, 4, 4, 3, 2, 3, 1, 1]",50,100000,24
133,100000,220.0,0.2700364739866927,"[2, 3, 4, 4, 4, 4, 3, 3, 3, 2]",50,100000,24
134,0,149.0,0.28043751197401434,"[2, 1, 4, 1, 2, 0, 2, 3, 4, 3]",50,100000,25
135,100000,200.0,0.28272491903044283,"[3, 1, 4, 4, 3, 2, 2, 3, 4, 3]",50,100000,25
136,0,125.0,0.2931179830338806,"[3, 4, 4, 2, 0, 1, 1, 1, 1, 3]",50,100000,26
137,100000,161.0,0.2944362370762974,"[3, 4, 4, 3, 0, 1, 1, 4, 1, 4]",50,100000,26
138,0,96.0,0.3051325110718608,"[3, 0, 1, 2, 1, 1, 0, 1, 2, 3]",50,100000,27
139,100000,177.0,0.3076028759824112,"[3, 4, 2, 4, 1, 2, 0, 3, 4, 3]",50,100000,27
140,0,125.0,0.3195501690497622,"[4, 1, 0, 2, 2, 1, 3, 3, 4, 1]",50,100000,28
141,100000,218.0,0.3235363670391962,"[4, 1, 4, 4, 4, 4, 4, 3, 4, 1]",50,100000,28
142,0,145.0,0.33440727496054024,"[1, 3, 2, 0, 3, 2, 2, 2, 2, 4]",50,100000,29
143,100000,218.0,0.3380016089649871,"[3, 4, 2, 4, 4, 4, 2, 3, 2, 4]",50,100000,29
144,0,154.0,0.34880192298442125,"[3, 2, 2, 1, 4, 3, 1, 1, 2, 3]",50,100000,30
145,100000,203.0,0.3517819179687649,"[3, 4, 2, 2, 4, 4, 1, 2, 3, 4]",50,100000,30
146,0,142.0,0.36274997098371387,"[3, 2, 2, 3, 4, 3, 0, 1, 1, 1]",50,100000,31
147,100000,206.0,0.3646690989844501,"[3, 3, 4, 4, 4, 3, 2, 1, 3, 3]",50,100000,31
148,0,133.0,0.37559852097183466,"[0, 3, 1, 2, 1, 3, 4, 4, 3, 0]",50,100000,32
149,100000,182.0,0.37772754102479666,"[3, 4, 1, 2, 4, 3, 4, 4, 4, 0]",50,100000,32
150,0,147.0,0.3885882430477068,"[3, 1, 4, 0, 3, 3, 0, 1, 4, 1]",50,100000,33
151,100000,192.0,0.3914783439831808,"[4, 3, 4, 3, 3, 3, 2, 2, 4, 1]",50,100000,33
152,0,144.0,0.4036788570228964,"[3, 4, 1, 0, 2, 3, 0, 2, 3, 3]",50,100000,34
153,100000,221.0,0.40897069906350225,"[3, 4, 1, 4, 4, 4, 4, 4, 3, 3]",50,100000,34
154,0,140.0,0.4213197520002723,"[0, 4, 1, 0, 0, 2, 1, 4, 4, 4]",50,100000,35
155,100000,219.0,0.4245755170704797,"[2, 4, 1, 4, 3, 4, 1, 4, 4, 4]",50,100000,35
156,0,0.0,0.4368807110004127,"[4, 4, 2, 4, 0, 0, 4, 4, 2, 4]",50,100000,36
157,100000,207.0,0.4390558460727334,"[4, 4, 2, 4, 3, 4, 4, 4, 2, 2]",50,100000,36
158,0,181.0,0.45084373001009226,"[0, 4, 2, 4, 4, 2, 1, 3, 4, 1]",50,100000,37
159,100000,219.0,0.4528265940025449,"[4, 4, 2, 4, 4, 4, 1, 3, 4, 2]",50,100000,37
160,0,181.0,0.46505752205848694,"[1, 4, 3, 3, 4, 3, 1, 0, 4, 2]",50,100000,38
161,100000,202.0,0.46732030401472,"[3, 4, 3, 4, 4, 3, 1, 0, 4, 3]",50,100000,38
162,0,159.0,0.47976568597368896,"[3, 1, 1, 4, 2, 3, 4, 0, 3, 4]",50,100000,39
163,100000,197.0,0.48179758805781603,"[3, 3, 1, 4, 2, 3, 4, 4, 3, 4]",50,100000,39
164,0,141.0,0.49386483198031783,"[1, 4, 1, 3, 1, 3, 4, 3, 2, 1]",50,100000,40
165,100000,208.0,0.4988702799892053,"[4, 4, 3, 4, 3, 4, 4, 3, 2, 2]",50,100000,40
166,0,111.0,0.5117688230238855,"[0, 1, 0, 3, 1, 4, 0, 0, 1, 4]",50,100000,41
167,100000,202.0,0.5157811810495332,"[4, 2, 4, 3, 4, 4, 4, 1, 1, 4]",50,100000,41
168,0,129.0,0.5282343970611691,"[3, 3, 0, 2, 4, 1, 0, 2, 2, 2]",50,100000,42
169,100000,185.0,0.5303137080045417,"[4, 3, 3, 2, 4, 2, 2, 2, 4, 2]",50,100000,42
170,0,156.0,0.5427500450750813,"[0, 4, 3, 2, 0, 2, 2, 4, 4, 2]",50,100000,43
171,100000,214.0,0.5453633370343596,"[0, 4, 4, 4, 4, 2, 2, 4, 4, 2]",50,100000,43
172,0,146.0,0.5585459070280194,"[4, 2, 1, 0, 3, 3, 1, 4, 4, 0]",50,100000,44
173,100000,205.0,0.5614403369836509,"[4, 3, 4, 4, 3, 3, 2, 4, 4, 0]",50,100000,44
174,0,160.0,0.5740214580437168,"[0, 3, 3, 3, 4, 2, 1, 4, 2, 0]",50,100000,45
175,100000,221.0,0.5780461389804259,"[4, 3, 3, 4, 4, 4, 1, 4, 4, 1]",50,100000,45
176,0,147.0,0.5907020689919591,"[2, 0, 2, 4, 0, 4, 0, 3, 2, 3]",50,100000,46
177,100000,215.0,0.5940023330040276,"[2, 4, 3, 4, 3, 4, 3, 4, 2, 3]",50,100000,46
178,0,147.0,0.6082047150703147,"[1, 3, 0, 3, 3, 4, 3, 1, 2, 2]",50,100000,47
179,100000,216.0,0.6140915530268103,"[1, 4, 2, 3, 4, 4, 4, 4, 2, 4]",50,100000,47
180,0,178.0,0.6288033140590414,"[3, 3, 4, 0, 3, 4, 3, 3, 1, 3]",50,100000,48
181,100000,209.0,0.6315322590526193,"[4, 3, 4, 4, 3, 4, 3, 3, 1, 3]",50,100000,48
182,0,122.0,0.6453283180017024,"[3, 2, 3, 0, 2, 3, 1, 0, 3, 1]",50,100000,49
183,100000,177.0,0.6482668810058385,"[4, 4, 3, 4, 2, 3, 4, 0, 4, 1]",50,100000,49
184,0,147.0,0.6626423590350896,"[4, 0, 3, 2, 1, 4, 0, 4, 2, 1]",50,100000,50
185,100000,195.0,0.6657450100174174,"[4, 0, 4, 2, 3, 4, 3, 4, 4, 1]",50,100000,50
186,0,145.0,7.506599649786949e-05,"[4, 0, 3, 3, 3, 1, 3, 2, 4, 0]",70,100000,0
187,100000,213.0,0.0012901689624413848,"[4, 4, 3, 4, 4, 3, 3, 4, 4, 0]",70,100000,0
188,0,103.0,0.016956471954472363,"[0, 4, 1, 4, 1, 2, 2, 0, 1, 1]",70,100000,1
189,100000,210.0,0.018321531009860337,"[0, 4, 4, 4, 4, 2, 4, 4, 1, 4]",70,100000,1
190,0,122.0,0.0342245539650321,"[1, 0, 2, 2, 3, 2, 3, 2, 1, 2]",70,100000,2
191,100000,178.0,0.03549277293495834,"[1, 3, 2, 3, 3, 2, 4, 2, 4, 3]",70,100000,2
192,0,108.0,0.05232905596494675,"[0, 3, 0, 2, 2, 0, 4, 3, 4, 0]",70,100000,3
193,100000,186.0,0.05378628498874605,"[0, 3, 0, 2, 4, 4, 4, 3, 4, 3]",70,100000,3
194,0,153.0,0.0690867300145328,"[3, 2, 4, 3, 3, 0, 3, 0, 4, 2]",70,100000,4
195,100000,194.0,0.07016194600146264,"[3, 2, 4, 4, 3, 2, 4, 2, 4, 2]",70,100000,4
196,0,74.0,0.08512692293152213,"[0, 4, 0, 3, 2, 0, 0, 1, 1, 0]",70,100000,5
197,100000,201.0,0.08671900199260563,"[0, 4, 4, 3, 2, 4, 3, 4, 1, 4]",70,100000,5
198,0,135.0,0.10176058497745544,"[0, 2, 4, 0, 4, 3, 3, 0, 0, 3]",70,100000,6
199,100000,212.0,0.10346957994624972,"[4, 2, 4, 4, 4, 4, 3, 4, 0, 3]",70,100000,6
200,0,105.0,0.11896844499278814,"[1, 2, 0, 3, 0, 2, 4, 3, 2, 1]",70,100000,7
201,100000,188.0,0.12110513797961175,"[1, 4, 2, 3, 2, 2, 4, 4, 4, 3]",70,100000,7
202,0,143.0,0.1373663239646703,"[3, 2, 1, 4, 4, 4, 0, 0, 2, 0]",70,100000,8
203,100000,211.0,0.14064053003676236,"[4, 4, 2, 4, 4, 4, 0, 1, 3, 4]",70,100000,8
204,0,154.0,0.15677364799194038,"[1, 4, 1, 2, 2, 3, 1, 2, 2, 4]",70,100000,9
205,100000,198.0,0.1581431709928438,"[2, 4, 3, 3, 2, 4, 2, 3, 2, 4]",70,100000,9
206,0,61.0,0.17357690795324743,"[2, 0, 2, 3, 0, 0, 1, 0, 0, 2]",70,100000,10
207,100000,194.0,0.17644868895877153,"[2, 4, 2, 3, 3, 4, 3, 2, 4, 2]",70,100000,10
208,0,151.0,0.19207821099553257,"[4, 1, 2, 3, 4, 1, 0, 4, 1, 2]",70,100000,11
209,100000,213.0,0.19422184000723064,"[4, 4, 4, 3, 4, 4, 2, 4, 1, 2]",70,100000,11
210,0,155.0,0.2098269269336015,"[3, 0, 2, 3, 3, 3, 1, 3, 2, 2]",70,100000,12
211,100000,201.0,0.2116605619667098,"[3, 3, 3, 3, 4, 3, 4, 3, 2, 3]",70,100000,12
212,0,62.0,0.22857617400586605,"[4, 0, 0, 2, 3, 1, 0, 0, 0, 0]",70,100000,13
213,100000,194.0,0.23100429493933916,"[4, 4, 0, 2, 4, 4, 4, 4, 3, 2]",70,100000,13
214,0,104.0,0.24769333901349455,"[4, 3, 3, 0, 0, 1, 4, 4, 1, 0]",70,100000,14
215,100000,201.0,0.24978254502639174,"[4, 3, 3, 4, 3, 3, 4, 4, 3, 1]",70,100000,14
216,0,133.0,0.26714424695819616,"[3, 3, 3, 1, 2, 0, 0, 4, 2, 2]",70,100000,15
217,100000,209.0,0.27039582503493875,"[3, 4, 3, 3, 4, 3, 2, 4, 3, 2]",70,100000,15
218,0,153.0,0.28607255197130144,"[3, 4, 0, 4, 3, 1, 3, 2, 1, 4]",70,100000,16
219,100000,210.0,0.2877422069432214,"[3, 4, 0, 4, 3, 4, 3, 4, 3, 4]",70,100000,16
220,0,111.0,0.3037343149771914,"[0, 0, 2, 3, 2, 0, 4, 0, 3, 3]",70,100000,17
221,100000,215.0,0.3063287390395999,"[3, 1, 3, 3, 4, 4, 4, 4, 3, 3]",70,100000,17
222,0,197.0,0.3235666110413149,"[2, 4, 1, 3, 3, 3, 2, 4, 3, 4]",70,100000,18
223,100000,207.0,0.3251579819479957,"[3, 4, 1, 4, 3, 3, 2, 4, 3, 4]",70,100000,18
224,0,150.0,0.34151439496781677,"[1, 4, 0, 0, 3, 4, 4, 0, 4, 3]",70,100000,19
225,100000,203.0,0.3439364460064098,"[2, 4, 0, 3, 3, 4, 4, 3, 4, 4]",70,100000,19
226,0,83.0,0.36061357404105365,"[4, 0, 2, 2, 1, 2, 0, 2, 0, 0]",70,100000,20
227,100000,208.0,0.36458593199495226,"[4, 4, 3, 4, 4, 4, 3, 2, 4, 0]",70,100000,20
228,0,104.0,0.38094940001610667,"[2, 3, 2, 1, 3, 0, 1, 1, 1, 2]",70,100000,21
229,100000,201.0,0.38466347102075815,"[4, 4, 4, 4, 3, 4, 4, 2, 1, 2]",70,100000,21
230,0,143.0,0.4018227499909699,"[4, 2, 0, 3, 1, 4, 4, 1, 1, 4]",70,100000,22
231,100000,181.0,0.40334341197740287,"[4, 2, 3, 3, 1, 4, 4, 3, 1, 4]",70,100000,22
232,0,121.0,0.4205640360014513,"[3, 1, 4, 0, 3, 2, 4, 2, 0, 1]",70,100000,23
233,100000,177.0,0.4227843480184674,"[4, 4, 4, 2, 3, 2, 4, 2, 3, 1]",70,100000,23
234,0,179.0,0.440382853965275,"[0, 3, 4, 4, 4, 3, 2, 3, 1, 1]",70,100000,24
235,100000,220.0,0.44362131296657026,"[2, 3, 4, 4, 4, 4, 3, 3, 3, 2]",70,100000,24
236,0,149.0,0.4693598139565438,"[2, 1, 4, 1, 2, 0, 2, 3, 4, 3]",70,100000,25
237,100000,200.0,0.47209556493908167,"[3, 1, 4, 4, 3, 2, 2, 3, 4, 3]",70,100000,25
238,0,125.0,0.4905307849403471,"[3, 4, 4, 2, 0, 1, 1, 1, 1, 3]",70,100000,26
239,100000,161.0,0.49199385894462466,"[3, 4, 4, 3, 0, 1, 1, 4, 1, 4]",70,100000,26
240,0,96.0,0.5099872279679403,"[3, 0, 1, 2, 1, 1, 0, 1, 2, 3]",70,100000,27
241,100000,177.0,0.5129690589383245,"[3, 4, 2, 4, 1, 2, 0, 3, 4, 3]",70,100000,27
242,0,125.0,0.5307216510409489,"[4, 1, 0, 2, 2, 1, 3, 3, 4, 1]",70,100000,28
243,100000,218.0,0.5353470300324261,"[4, 1, 4, 4, 4, 4, 4, 3, 4, 1]",70,100000,28
244,0,145.0,0.5542831480270252,"[1, 3, 2, 0, 3, 2, 2, 2, 2, 4]",70,100000,29
245,100000,218.0,0.558310555992648,"[3, 4, 2, 4, 4, 4, 2, 3, 2, 4]",70,100000,29
