,0,1,2
0,0.0,0.9902758932609679,0.9674355495251018
1,0.005555555555555556,0.9061510628674808,0.9054726368159204
2,0.011111111111111112,0.9056987788331072,0.9086386250565355
3,0.016666666666666666,0.9056987788331072,0.9086386250565355
4,0.022222222222222223,0.9056987788331072,0.9086386250565355
5,0.02777777777777778,0.8886250565355043,0.8900949796472184
6,0.03333333333333333,0.8886250565355043,0.8900949796472184
7,0.03888888888888889,0.8886250565355043,0.8900949796472184
8,0.044444444444444446,0.8886250565355043,0.8900949796472184
9,0.05,0.8886250565355043,0.8900949796472184
