,0,1,2
0,1,0.5608322026232474,0.5413839891451832
1,10,0.921302578018996,0.924468566259611
2,20,0.9236770691994572,0.9262777023971054
3,30,0.9300090456806874,0.9344188150158299
4,40,0.9352103120759837,0.9412030755314338
5,50,0.9371325192220714,0.9434644957033017
6,60,0.9424468566259611,0.947535052012664
7,70,0.9459520578923564,0.9502487562189055
8,80,0.9491180461329715,0.9570330167345092
9,90,0.9505879692446857,0.9570330167345092
10,100,0.9522840343735867,0.9579375848032564
11,110,0.952962460425147,0.9588421528720036
12,120,0.952962460425147,0.9588421528720036
13,130,0.9538670284938942,0.9601990049751243
14,140,0.9547715965626413,0.9611035730438715
15,150,0.9559023066485753,0.9601990049751243
16,160,0.9572591587516961,0.9620081411126187
17,170,0.95838986883763,0.9615558570782451
18,180,0.9591813658977838,0.9642695612844867
19,190,0.9591813658977838,0.9647218453188603
20,200,0.9597467209407508,0.9647218453188603
21,210,0.9607643600180914,0.9647218453188603
22,220,0.9608774310266848,0.9647218453188603
23,230,0.9624604251469923,0.9633649932157394
24,240,0.9632519222071461,0.9642695612844867
25,250,0.9634780642243329,0.9656264133876075
26,260,0.9637042062415196,0.9647218453188603
27,270,0.9643826322930801,0.966078697421981
28,280,0.9648349163274537,0.9656264133876075
29,290,0.964947987336047,0.9669832654907282
30,300,0.9650610583446404,0.9669832654907282
31,310,0.9658525554047942,0.9674355495251018
32,320,0.9667571234735414,0.9678878335594754
33,330,0.9674355495251018,0.968340117593849
34,340,0.9677747625508819,0.9687924016282226
35,350,0.9687924016282226,0.9678878335594754
36,360,0.9699231117141565,0.9678878335594754
37,370,0.9701492537313433,0.9674355495251018
38,380,0.9702623247399367,0.9674355495251018
39,390,0.97037539574853,0.968340117593849
40,400,0.9704884667571235,0.9678878335594754
